date,headline,ticker,sentiment_score
2023-09-26,"<b>L3Harris Technologies, Inc</b>.&#39;s (NYSE:LHX) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?,<b>L3Harris Technologies, Inc</b>.&#39;s (NYSE:LHX) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?",LHX,-0.9650355577468872
2023-10-02,"<b>L3Harris</b> Sets Date for Third Quarter Earnings Release,<b>L3Harris</b> Sets Date for Third Quarter Earnings Release,<b>L3Harris</b> Sets Date for Third Quarter Earnings Release",LHX,0.9482112129529318
2023-10-03,"Does <b>L3Harris</b> <b>Technologies</b> (NYSE:LHX) Have A Healthy Balance Sheet?,<b>L3Harris</b> takes first step toward selling off former Aerojet land in Sacramento County",LHX,0.864336758852005
2023-10-07,Optimism around <b>L3Harris</b> <b>Technologies</b> (NYSE:LHX) delivering new earnings growth may be shrinking as stock declines 5.9% this past week,LHX,-0.9697762131690979
2023-10-09,"<b>L3Harris</b>, Leidos, and MAG Aerospace Collaborate on HADES Program,<b>L3harris Technologies Inc</b>",LHX,0.7878220975399017
2023-10-10,"<b>L3Harris Technologies, Inc</b>. (LHX),Israel-Hamas War: US defense stocks rocket while Israel-based stocks tank globally",LHX,0.8320859372615814
2023-10-16,"15 Most Powerful Militaries in Africa,Greg Caicedo Named Space Domain Awareness &amp; Space Superiority VP at Kratos",LHX,0.9410181045532227
2023-10-17,<b>L3Harris Technologies Inc</b> (LHX) USD1,LHX,0.5849096179008484
2023-10-18,<b>L3Harris Technologies Inc</b>.,LHX,0.5373098850250244
2023-10-19,"<b>L3Harris Technologies Inc</b> (LHX) Stock: A Closer Look at the Analyst Ratings,13 Best Defense Stocks To Buy Now,<b>L3Harris</b>: Financial Data Needs Strong Trend Reversal,<b>L3Harris</b> Launches Used Material Business,Flight Simulator Market have grown significantly from USD 7.4 billion to reach a value of USD 10.3 billion, at a CAGR of 6.9% from 2022 to 2027,<b>L3Harris Technologies Inc</b> [LHX] Pres., Space &amp; Airborne Sys. makes an insider purchase of 30,077 shares worth 5.22 million.",LHX,-0.2193909784158071
2023-10-20,Will Higher Input Cost Hurt <b>L3Harris</b> (LHX) in Q3 Earnings?,LHX,-0.9592372179031372
2023-10-23,"Orlando&#39;s big M&amp;A deals of 2023, and what to expect in 2024,Checking in on <b>L3Harris Technologies Inc</b> (LHX) after recent insiders movement,STCC career fair connects students with opportunities",LHX,0.8458864092826843
2023-10-25,"CAE finds buyer for healthcare business,Mapping The Future: The Growing Role Of Commercial Satellite Imaging,<b>L3Harris</b> <b>Technologies</b> (NYSE: LHX),Jim Cramer Advocates For Investment In Lockheed Martin, Raytheon And Other Defense Stocks Amid US Arms Stockpile Rebuilding,With 83% institutional ownership, <b>L3Harris Technologies, Inc</b>. (NYSE:LHX) is a favorite amongst the big guns,Optical Satellite Market worth $4.1 billion by 2028 - Exclusive Report by MarketsandMarkets™,Military Radar System market is projected to grow at a CAGR of 3.7% by 2034: Visiongain",LHX,0.8287815281323024
2023-10-26,<b>L3Harris</b> rises after Q3 results beat estimates,LHX,0.9203001856803894
2023-10-27,"<b>L3Harris</b>: Q3 Earnings Snapshot,<b>L3Harris</b> (LHX) Beats on Q3 Earnings, Ups &#39;23 Sales View,<b>L3Harris</b> <b>Technologies</b>: Results Of Operations And Financial Condition, Regulation Fd Disclosure, Financial Statements And Exhibits,<b>L3Harris</b>’s Sales Up 16% In Third Quarter,<b>L3Harris</b> Swings To Profit In Third Quarter; Aerojet Rocketdyne Deal Lifts Sales,<b>L3Harris</b> points to suppliers for slowdown in rocket-motor production",LHX,0.5457664529482523
2023-10-28,"<b>L3Harris</b> gets deeper into the supply chain with Aerojet in its fold,Q3 2023 <b>L3Harris Technologies Inc</b> Earnings Call,Florida Tech’s Bisk College of Business to Host 24th Annual High School Business Ethics Competition Nov. 3,<b>L3Harris Technologies, Inc</b>. (NYSE:LHX) Q3 2023 Earnings Call Transcript",LHX,0.9143295139074326
2023-10-29,Buffalo-Rochester-Syracuse region wins federal Tech Hub designation,LHX,0.7204926609992981
2015-03-10,IIFL <b>Holdings</b> <b>Ltd</b>.,LHT,0.7625167965888977
2018-07-22,<b>How to Become a Holdings Company</b>,LHT,0.9153905510902405
2022-01-04,Samko Timber <b>Ltd</b>.,LHT,0.8626106381416321
2022-07-04,SBR National Business Awards 2022 Winner: <b>LHT</b> <b>Holdings</b> <b>Limited</b>,LHT,0.8711631894111633
2022-12-15,Made in Singapore Awards 2022 Winner: <b>LHT Holdings Ltd</b>,LHT,0.8711631894111633
2023-03-24,Ganesh <b>Holdings</b> <b>Ltd</b> Share Price,LHT,0.9521412253379822
2023-09-14,Cantor Fitzgerald Reiterates Connect Biopharma <b>Holdings</b> <b>Ltd</b> - ADR (CNTB) Overweight Recommendation,LHT,0.6175727844238281
2023-09-21,<b>LHT</b> <b>Holdings</b> <b>Limited</b> (BEI.SI),LHT,0.9411867260932922
2023-09-22,<b>LHT Holdings Ltd</b> (LHTH),LHT,-0.6478919386863708
2023-09-28,Graham <b>Holdings</b> <b>Company</b> Acquires Toyota Dealership,LHT,0.9316883683204651
2023-09-30,"Pershing Square SPARC <b>Holdings</b>, <b>Ltd</b>. Announces Launch and SPAR Distribution",LHT,0.7837400436401367
2023-10-02,Primech <b>Holdings</b> <b>Ltd</b>. To Start Trading Tomorrow,LHT,0.9407719969749451
2023-10-11,Harvey Norman <b>Holdings</b> <b>Ltd</b>&#39;s Dividend Analysis,LHT,0.7256988286972046
2023-10-12,"Pershing Square <b>Holdings</b>, <b>Ltd</b>. Announces Weekly Summary of Transactions in Own Shares",LHT,0.9434788227081299
2023-10-14,<b>Norwegian Cruise Line Holdings Ltd</b>.,LHT,0.8880476951599121
2023-10-18,"<b>Shanghai Industrial Holdings</b>,Lantheus <b>Holdings</b> Inc (LNTH) Stock: A Closer Look at the Market Potential,Cleaves Securities Remains a Buy on DHT <b>Holdings</b> (DHT),Hilton Worldwide <b>Holdings</b> Inc (HLT) Stock: A Closer Look at the Analyst Ratings",LHT,0.45511674880981445
2023-10-19,<b>LHT Holdings Ltd</b> (LHTH),LHT,-0.49528101086616516
2023-10-20,<b>Vipshop Holdings Ltd - ADR</b>,LHT,0.785915195941925
2023-10-23,"With EPS Growth And More, <b>LHT</b> <b>Holdings</b> (SGX:BEI) Makes An Interesting Case,HireRight <b>Holdings</b>: Navigating Inflationary Pressures And Facing An Uncertain Horizon,2 sinking FTSE 100 dividend shares! Are they brilliant bargains or terrible traps?",LHT,0.23866087198257446
2023-10-26,"HSBC <b>Holdings</b> (NYSE: HSBC),Lantheus <b>Holdings</b> (LNTH) Stock Moves -1.02%: What You Should Know,<b>LHT Holdings Ltd</b>.,<b>Belle International Holdings</b>,Kama <b>Holdings</b> share price",LHT,0.583332359790802
2023-10-27,"3P Land <b>Holdings</b> <b>Ltd</b> (3PLAND) Share Price,<b>Capri Holdings Ltd CPRI</b>",LHT,-0.010943979024887085
2023-10-28,DLH <b>Holdings</b>: Quietly Winning Tech-Enabled Business,LHT,0.9318085312843323
2023-09-14,"<b>RTX Corporation</b> (<b>RTX</b>) Is a Trending Stock: Facts to Know Before Betting on It,<b>RTX Corporation</b> (<b>RTX</b>) Is a Trending Stock: Facts to Know Before Betting on It,Explainer-<b>RTX</b> engine snag puts spotlight on aerospace quality issues",RTX,0.24685710668563843
2023-09-17,Will <b>RTX</b> <b>Corp</b> Stock Recover To Its Pre-Inflation Shock Highs of $100?,RTX,-0.9733976721763611
2023-09-22,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders of <b>RTX Corporation</b> f/k/a Raytheon ...,RTX,0.9502369165420532
2023-09-24,10. <b>RTX</b> <b>Corp</b>.,RTX,0.8642451763153076
2023-09-25,DEADLINE NEXT WEEK: <b>RTX Corporation</b> f/k/a Raytheon Technologies <b>Corporation</b> Investors with Substantial Losses Have Opportunity to Lead Case,RTX,0.9306184649467468
2023-09-27,"<b>RTX CORPORATION</b> SHAREHOLDER ALERT: CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF ...,MONDAY DEADLINE REMINDER: The Schall Law Firm Encourages Investors in <b>RTX Corporation</b> with Losses of $100,000 to Contact the Firm",RTX,0.019430607557296753
2023-09-29,Labaton Sucharow LLP Announces Expanded Securities Class Action Lawsuit Filed Against <b>RTX Corporation</b> and Certain Executives,RTX,0.7484641075134277
2023-09-30,"<b>RTX</b> MONDAY DEADLINE ALERT: ROSEN, NATIONAL TRIAL LAWYERS, Encourages <b>RTX Corporation</b> f/k/a Raytheon Technologies <b>Corporation</b> Investors with Losses in Excess of $100K to Secure ...",RTX,0.540922999382019
2023-10-02,"<b>RTX Corporation</b> (<b>RTX</b>) is Attracting Investor Attention: Here is What You Should Know,<b>RTX Corporation</b> (<b>RTX</b>) is Attracting Investor Attention: Here is What You Should Know",RTX,0.7393912374973297
2023-10-11,Here’s Why <b>RTX Corporation</b> (<b>RTX</b>) Underperformed in Q2,RTX,0.8907881379127502
2023-10-16,<b>RTX</b> <b>Corp</b> (<b>RTX</b>) Stock Experiences -2.98% Monthly Change,RTX,0.9354186654090881
2023-10-17,<b>RTX Corporation</b>: The Best Defense Stock To Buy Now,RTX,-0.9689196348190308
2023-10-20,<b>RTX</b> <b>Corp</b> (<b>RTX</b>) Shares Decline Despite Market Challenges,RTX,-0.9556156396865845
2023-10-23,"<b>RTX Corporation</b>&#39;s (NYSE:<b>RTX</b>) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong?,Nvidia <b>RTX</b> 4080 Super could fix one of the biggest complaints about the existing 4080,<b>RTX Corporation</b> Q3 2023 earnings preview: Updates on P&amp;W engine recall would be key",RTX,0.25884024302164715
2023-10-24,"<b>RTX</b>: Q3 Earnings Snapshot,<b>RTX</b> stock rallies after adjusted earnings beat Wall Street estimate,<b>RTX</b> to sell its cybersecurity business for $1.3B,<b>RTX</b> Earnings Hurt by Jet-Engine Costs; Stock Jumps on Buyback,<b>RTX Corporation</b> Q3 Earnings Summary,<b>RTX</b> Profit Tops Estimates, Announces $10 Billion Buyback,Defense Conglomerate <b>RTX</b> Stock Soars - Q3 Earnings, Buyback, Business Sale And More,<b>RTX</b> <b>Corp</b>. posts $984M loss in Q3,<b>RTX</b> selling Northern Virginia cybersecurity division to unknown buyer for $1.3B,<b>RTX</b> Rallies After Earnings Release: Here&#39;s Our Trading Strategy,<b>RTX</b> Stock Jumps on Buyback; Earnings Hurt by Jet-Engine Costs",RTX,-0.05366949601606889
2023-10-25,Raytheon Technologies <b>Corporation</b> (NYSE:<b>RTX</b>) Q3 2023 Earnings Call Transcript,RTX,0.8619177937507629
2023-10-26,"What the mystery buyer of <b>RTX</b>&#39;s cyber business is getting,<b>rtx</b> <b>corp</b>.,<b>RTX</b>, Rafael to build missile facility in Arkansas,<b>RTX</b> <b>Corp</b> To Build Missile Manufacturing Facility,<b>RTX</b> to locate $33 million missile factory in Camden, will add 30 jobs",RTX,0.43654872179031373
2023-10-27,"<b>RTX</b> Strikes $1.3B Deal to Divest Cybersecurity &amp; Intelligence Business,<b>RTX</b> <b>Corp</b>.: Synthesizing Q3 Earnings And A Data-Driven Econometric Analysis Of War,<b>RTX</b> &amp; Rafael To Launch Missile Production Hub In Arkansas: Production Ramp-Up Scheduled For 2025",RTX,0.8403195738792419
2018-11-19,"Pros, Cons to Buying <b>JPMorgan</b> Stock",JPM,0.8994790315628052
2019-04-24,The Two Women Executives Leading <b>JPMorgan Chase</b> Into The Future,JPM,0.9008272886276245
2020-08-13,"<b>Jamie Dimon</b>,<b>JPMorgan Chase &amp; Co. (JPM</b>)",JPM,0.7495459616184235
2021-09-28,<b>24. JPMorgan Chase &amp; Co</b>.,JPM,-0.5062666535377502
2022-12-25,Our Chicago: A Blueprint for Better Communities,JPM,0.9264182448387146
2023-09-25,Foreigners set for bigger play in $1 trillion India bond market,JPM,0.8678714036941528
2023-09-27,Investors Heavily Search <b>JPMorgan Chase &amp; Co</b>. (JPM): Here is What You Need to Know,JPM,0.934128999710083
2023-09-28,<b>JPMorgan Chase</b> to offer 6% interest rate for minimum of $5 million in high-end CD product: WSJ,JPM,0.5366065502166748
2023-10-02,"AI Is About To Be Everywhere And <b>JPMorgan Chase &amp; Co</b>. Appears To Be Believers,<b>JPMorgan Chase &amp; Co</b>. (JPM) Stock Sinks As Market Gains: What You Should Know,<b>JPMorgan Chase &amp; Co</b>. (JPM) Stock Sinks As Market Gains: What You Should Know",JPM,0.18765648206075033
2023-10-05,<b>JPMorgan Chase</b>&#39;s philanthropic leaders reveal plans for increased Columbus investment in 2024,JPM,0.9272374510765076
2023-10-06,"Wells Fargo and <b>JPMorgan Chase</b> among banks to announce a fresh raft of branch closures - is YOUR local affected?,<b>JPMorgan Chase</b>&#39;s Gill Haus Discusses &#39;Best Of Both Worlds&#39; Strategy, Future Of Banking",JPM,-0.10551944375038147
2023-10-09,<b>JPMorgan Chase &amp; Co</b>. (JPM) Is a Trending Stock: Facts to Know Before Betting on It,JPM,0.934128999710083
2023-10-10,"<b>JPMorgan Chase &amp; Co</b>. (JPM) Stock Slides as Market Rises: Facts to Know Before You Trade,<b>JPMorgan Chase &amp; Co</b>. (JPM) Stock Slides as Market Rises: Facts to Know Before You Trade",JPM,0.8072522282600403
2023-10-11,"<b>JPMorgan Chase</b> Announces 2024 Investor Day,<b>JPMorgan Chase</b> Announces 2024 Investor Day",JPM,0.9503418505191803
2023-10-12,J.P. Morgan Asset Management Launches New Fixed Income ETF: JBND,JPM,0.9119289517402649
2023-10-13,"<b>JPMorgan Chase</b> Reports Third-Quarter 2023 Financial Results,<b>JPMorgan Chase &amp; Co</b>. (JPM) Q3 2023 Earnings Call Transcript,<b>JPMorgan Chase</b> Reports Third-Quarter 2023 Financial Results,<b>JPMorgan Chase</b>’s Q3 profit rises by 35%, bolstered by increased interest income as consumers and businesses ‘generally remain healthy’,<b>JP Morgan</b> leaps on Q3 earnings beat, but CEO Jamie Dimon warns on &#39;dangerous&#39; global risks,<b>JP Morgan</b>&#39;s Jamie Dimon warns world facing &#39;most dangerous time in decades&#39;",JPM,0.29903719822565716
2023-10-14,"Q3 2023 <b>JPMorgan Chase &amp; Co</b> Earnings Call,<b>JPMorgan Chase</b> CEO Jamie Dimon Issues Stark Warning Amid Israel-Hamas War: &#39;The Most Dangerous Time In Decades&#39;",JPM,-0.0014847815036773682
2023-10-15,"<b>Chase</b> Bank continuing to expand Lehigh Valley footprint with new branch, set to open next month",JPM,0.8857634663581848
2023-10-16,"Analysts Offer Insights on Financial Companies: <b>JPMorgan Chase &amp; Co</b>. (JPM) and Progressive (PGR),<b>JPMorgan Chase &amp; Co</b>. (NYSE:JPM) Q3 2023 Earnings Call Transcript,<b>JPMorgan Chase &amp; Co</b>. (NYSE:JPM) Q3 2023 Earnings Call Transcript,<b>JPMorgan Chase</b>, Capital One, First Citizens Bank expand with new Woodlands branches, coffee shop",JPM,0.4111693352460861
2023-10-17,"<b>JPMorgan Chase</b> to Present at the BancAnalysts Association of Boston Conference,Analysts Are Bullish on These Financial Stocks: <b>JPMorgan Chase &amp; Co</b>. (JPM), Blackrock (BLK),<b>JPMorgan Chase &amp; Co</b>. (JPM) Stock: A Look at the Analyst Recommendations,<b>JPMorgan Chase</b>’s Seattle tech hub tops 320 people amid broader industry cooldown,Can <b>JPMorgan Chase</b> fill the startup banking void?",JPM,0.49977837800979613
2023-10-18,Unlocking Intrinsic Value: Analysis of <b>JPMorgan Chase &amp; Co</b>,JPM,0.8566097617149353
2023-10-19,Greta Thunberg joins climate protest outside <b>JP Morgan</b>,JPM,-0.5670377612113953
2023-10-20,"<b>JPMorgan Chase &amp; Co</b>. (JPM) is Attracting Investor Attention: Here is What You Should Know,<b>JPMorgan Chase &amp; Co</b>. (JPM) is Attracting Investor Attention: Here is What You Should Know,<b>JPMorgan Chase</b> picks Baltimore as site of second virtual call center, bringing 40 jobs",JPM,0.7915709217389425
2023-10-23,"<b>JPMorgan Chase &amp; Co</b>.,HSBC Securities analysts initates a Hold rating for <b>JPMorgan Chase &amp; Co</b>. (JPM)",JPM,0.7076315581798553
2023-10-24,"2 Historically Cheap Dow Dividend Kings That Are Ripe for the Picking,Avi Perry Joins Quinn Emanuel Urquhart &amp; Sullivan LLP as <b>Co</b>-Chair of Securities and Commodities Litigation Practices,Quinn Emanuel Taps DOJ Official to <b>Co</b>-Chair Securities Litigation and Derivatives Groups,The Real-Life Diet of Chris Stang, <b>Co</b>-Founder of The Infatuation,<b>JPMorgan Chase</b> adds role in Charlotte to spearhead big bank’s racial equity pledge here",JPM,0.8893824219703674
2023-10-25,"Q3 2023 Coca-Cola <b>Co</b> Earnings Call,<b>JP Morgan</b> ups methanol-fuelled MR tanker newbuildings at China’s GSI",JPM,0.9317457377910614
2023-10-26,"J.P. Morgan &amp; <b>Co</b>. and the Crisis of Capitalism,FIRSTRAND LIMITED – Disclosure of change in beneficial interest in FirstRand ordinary shares by <b>JP Morgan Chase</b> and <b>Co</b>,<b>JP Morgan</b> Asset Management Ramps Up Offerings Aimed at Wealth Channel,Frank Giustra Increases Investment in Gold and Copper Mining <b>Co</b>.,General Counsel Friedman Stacey sale 4,310 shares of <b>JPMorgan Chase &amp; Co</b>. [JPM]",JPM,0.46547176837921145
2023-10-27,"Q3 2023 Baker Hughes <b>Co</b> Earnings Call,<b>JPMorgan Chase &amp; Co</b>. (JPM) Shares Up Despite Recent Market Volatility,Chevron, <b>JPMorgan Chase</b> share losses lead Dow&#39;s 100-point drop",JPM,0.270664910475413
2023-10-28,"<b>JPMorgan Chase &amp; Co</b>.: Increasing Our Fair Value Estimate To $154 For <b>JPMorgan</b>,Reports: <b>JP Morgan Chase</b> Bank purchases land along I-20 for operations center in Ruston",JPM,0.9274699985980988
2012-11-13,"<b>Goldman Sachs Group, Inc</b>. (The) Common Stock (GS)",GS,0.9343698620796204
2022-03-22,<b>Goldman</b> <b>Sachs</b> Partners With Galaxy Digital For First Bitcoin Options Trade,GS,0.812920093536377
2022-10-28,<b>Goldman Sachs Group Inc</b>.,GS,0.8626106381416321
2022-12-17,The <b>Goldman Sachs Group Inc</b> Pref Share,GS,0.9481303691864014
2023-04-02,"<b>Goldman Sachs Group, Inc</b>.",GS,0.9465570449829102
2023-09-07,Why <b>Goldman</b> <b>Sachs</b> (GS) Stock May Decline Today,GS,0.8566998839378357
2023-09-08,<b>Goldman</b> <b>Sachs</b> CEO David Solomon says he doesn&#39;t recognize &#39;caricature&#39; that critics have painted of him,GS,0.890783429145813
2023-09-19,<b>Goldman</b> <b>Sachs</b> Initiates Coverage of Interactive Brokers <b>Group</b> <b>Inc</b> - (IBKR) with Neutral Recommendation,GS,0.6934430599212646
2023-09-28,Fenway sports <b>group</b> sells minority stake in Liverpool FC,GS,0.8377817273139954
2023-09-30,The <b>Goldman</b> <b>Sachs</b> <b>Group</b> Investing and lending,GS,0.8872467279434204
2023-10-04,"The <b>Goldman Sachs Group, Inc</b>.: <b>Goldman</b> <b>Sachs</b>: Reducing Fair Value Estimate as We Forecast Lower Revenue Growth and Margins",GS,0.8930495977401733
2023-10-05,"November 24th Options Now Available For <b>Goldman</b> <b>Sachs</b> <b>Group</b> (GS),<b>Goldman</b>’s build-your-own ETF hub debuts first funds",GS,-0.03362935781478882
2023-10-09,<b>Goldman Sachs Group Inc</b> (GS): Today&#39;s Featured Financial Services Winner,GS,0.9495389461517334
2023-10-10,"Star Mountain Capital Adds Former Head of U.S. Advisor Solutions <b>Group</b> at <b>Goldman</b> <b>Sachs</b>, Stephen DeAngelis as Senior Advisor,<b>Tag: Goldman Sachs Group Inc</b>,<b>Goldman</b> <b>Sachs</b>’ new Dallas campus is underway with 4,000 workers destined to move there,<b>Goldman</b> <b>Sachs</b> BDC, <b>Inc</b>. Schedules Earnings Release and Conference Call to Announce Third Quarter 2023 Results",GS,0.552049994468689
2023-10-11,"<b>Goldman</b> <b>Sachs</b> sheds GreenSky lending platform but still faces lack of low-cost deposits, analyst says",GS,-0.6315748691558838
2023-10-13,"A Full Schedule of Earnings Due Tuesday Morning: Albertsons, Bank of America, <b>Goldman</b> <b>Sachs</b>, Johnson &amp; Johnson, Lockheed Martin",GS,0.92330002784729
2023-10-15,<b>Goldman</b> <b>Sachs</b> breaks ground on $500M campus in Dallas,GS,0.7641258239746094
2023-10-16,"<b>Goldman Sachs Group, Inc</b>.,<b>Goldman</b> <b>Sachs</b> (GS) Earnings Report: Buy, Hold, or Sell After Earnings Call?,<b>Goldman</b> <b>Sachs</b> Wants to Opt Out Of Consumer Lending - Including Apple Card, General Motors Card",GS,-0.34457101424535114
2023-10-17,"<b>Goldman</b> <b>Sachs</b> Likely To Report Lower Q3 Earnings; Here&#39;s A Look At Recent Price Target Changes By The Most Accurate Analysts,<b>Goldman</b> <b>Sachs</b> Lifts Europe <b>Inc</b>&#39;s 2023 Profit Growth Forecast to 3%,<b>Goldman</b> <b>Sachs</b> Q3 Profit Falls 33% On Fintech Sale Impact, Trading, Investment Banking Remain Stagnant,Obesity Drugs Are a Potential $100 Billion Opportunity by 2030, <b>Goldman</b> <b>Sachs</b> Analysts Say,<b>Goldman</b> <b>Sachs</b> Q3 Results Down, Yet Beat Market View,<b>Goldman</b> <b>Sachs</b> beats Wall Street’s lowered earnings expectations",GS,0.22983598709106445
2023-10-18,"Q3 2023 <b>Goldman Sachs Group Inc</b> Earnings Call,The <b>Goldman Sachs Group, Inc</b>. (GS) Q3 2023 Earnings Call Transcript,Stock market rally at risk from geopolitics, says <b>Goldman</b> <b>Sachs</b>,The <b>Goldman Sachs Group, Inc</b>. (NYSE:GS) Q3 2023 Earnings Call Transcript",GS,0.4923819601535797
2023-10-21,<b>Goldman</b> <b>Sachs</b> taps First Republic talent for Bay Area expansion,GS,0.8515490293502808
2023-10-23,"HSBC Securities analysts initates a Buy rating for <b>Goldman Sachs Group, Inc</b>. (GS),<b>Goldman</b> <b>Sachs</b> $4B Infrastructure Fund,Former <b>Goldman</b> <b>Sachs</b> exec named CEO of Dallas&#39; P10",GS,0.913040280342102
